min_t	max_t	latest_value	n	category	sub_category	unit	scale
1998	2020	6.9	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Non-performing Loans to Total Loans and Advances (Gross Non-performing Advances (NPLs) Ratio)	Ratio	%
2008	2020	5	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks AMPARA	Unit	Unit
2008	2020	6	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks ANURADHAPURA	Unit	Unit
2008	2020	5	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks BADULLA	Unit	Unit
2008	2020	5	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks BATTICOLOA	Unit	Unit
2008	2020	6	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks COLOMBO	Unit	Unit
2008	2020	5	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks GALLE	Unit	Unit
2008	2020	5	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks GAMPAHA	Unit	Unit
2008	2020	5	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks HAMBANTOTA	Unit	Unit
2008	2020	5	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks JAFFNA	Unit	Unit
2008	2020	5	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks KALUTARA	Unit	Unit
2008	2020	5	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks KANDY	Unit	Unit
2008	2020	5	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks KEGALLE	Unit	Unit
2008	2020	3	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks KILINOCHCHI	Unit	Unit
2008	2020	5	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks KURUNEGALA	Unit	Unit
2008	2020	4	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks MANNER	Unit	Unit
2008	2020	5	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks MATALE	Unit	Unit
2008	2020	6	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks MATARA	Unit	Unit
2008	2020	5	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Banks MONARAGALA	Unit	Unit
2008	2020	52	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Branches GAMPAHA	Unit	Unit
2008	2020	0	13	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Number of Other Banking Outlets GAMPAHA	Unit	Unit
1998	2020	0.9	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Return on Assets (ROA) – After tax	Ratio	%
1998	2020	1.3	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Return on Assets (ROA)– Before tax	Ratio	%
1998	2020	16.7	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Return on Equity (ROE) – After tax	Ratio	%
1998	2020	30.9	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Specific Provision Coverage Ratio	Ratio	%
1998	2020	55.0	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Staff Cost to Operating Expenses	Ratio	%
1998	2020	60.4	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Statutory Liquid Asset Ratio (SLAR) – Domestic Banking Unit (DBU)	Ratio	%
1998	2020	14.8	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Total Capital Adequacy Ratio (CAR)	Ratio	%
1991	2020	12756	30	Central Government Finance-Central Government Expenditure	Capital Expenditure on Higher Education	Rs.	Million
2000	2015	588175	16	Central Government Finance-Central Government Expenditure	General Governmnet Expenditure - Capital Expenditure	LKR	Rs. million
2000	2015	1701658	16	Central Government Finance-Central Government Expenditure	General Governmnet Expenditure - Recurrent Expenditure	LKR	Rs. million
2000	2015	2290394	16	Central Government Finance-Central Government Expenditure	General Governmnet Expenditure - Total Expenditure	LKR	Rs. million
1964	2021	1.85	57	Central Government Finance-Central Government Expenditure	Government expenditure on education as a per cent of GDP	Percentage	Percentage
1964	2021	2.3	57	Central Government Finance-Central Government Expenditure	Government expenditure on health as a per cent of GDP	Percentage	Percentage
1991	2020	56819	30	Central Government Finance-Central Government Expenditure	Recurrent Expenditure on Higher Education	Rs.	Million
1991	2020	69575	30	Central Government Finance-Central Government Expenditure	Total Expenditure on Higher Education	Rs.	Million
2000	2015	99099	16	Central Government Finance-Central Government Revenue	General Government Revenue - Non-Tax Revenue	LKR	Rs. million
2000	2015	1355779	16	Central Government Finance-Central Government Revenue	General Government Revenue - Tax Revenue	LKR	Rs. million
2000	2015	1454878	16	Central Government Finance-Central Government Revenue	General Government Revenue - Total Tax and Non Tax Revenue	LKR	Rs. million
2012	2020	2347.58	9	Central Government Finance-Debt Statistics	EDS - Central Bank - long term	USD	Millions
2012	2020	342.84	9	Central Government Finance-Debt Statistics	EDS - Central Bank - short term	USD	Millions
2012	2020	1150.12	9	Central Government Finance-Debt Statistics	EDS - Deposit Taking Corporations - long term	USD	Millions
2012	2020	5507.2	9	Central Government Finance-Debt Statistics	EDS - Deposit Taking Corporations - short term	USD	Millions
2012	2020	28182.97	9	Central Government Finance-Debt Statistics	EDS - General Government - long term	USD	Millions
2012	2020	3.57	9	Central Government Finance-Debt Statistics	EDS - General Government - short term	USD	Millions
2012	2020	4335.36	9	Central Government Finance-Debt Statistics	EDS - Other Sectors - long term	USD	Millions
2012	2020	2340.86	9	Central Government Finance-Debt Statistics	EDS - Other Sectors - short term	USD	Millions
2012	2020	5001.12	9	Central Government Finance-Debt Statistics	EDS -Direct Investment - Intercompany Lending	USD	Millions
2012	2020	49211.62	9	Central Government Finance-Debt Statistics	External Debt Statistics (EDS) - Outstanding Total External Debt	USD	Millions
1996	2021	83243	26	Co-operative Rural Banks-Deposits	Co-operative Rural Banks-Deposits-Savings Deposits	Rs.	Mn.
1996	2021	85239	26	Co-operative Rural Banks-Deposits	Co-operative Rural Banks-Deposits-Time Deposits	Rs.	Mn.
1996	2021	168481	26	Co-operative Rural Banks-Deposits	Co-operative Rural Banks-Deposits-Total	Rs.	Mn.
1996	2021	2942	25	Co-operative Rural Banks-Loans	Co-operative Rural Banks-Loans Outstanding-Agriculture & Animal Husbandry	Rs.	Mn.
1996	2021	6387	22	Co-operative Rural Banks-Loans	Co-operative Rural Banks-Loans Outstanding-Commerce & Other Projects	Rs.	Mn.
1996	2021	34701	22	Co-operative Rural Banks-Loans	Co-operative Rural Banks-Loans Outstanding-Housing Electrification & Water	Rs.	Mn.
1996	2021	18160	26	Co-operative Rural Banks-Loans	Co-operative Rural Banks-Loans Outstanding-Other	Rs.	Mn.
1996	2021	3124	25	Co-operative Rural Banks-Loans	Co-operative Rural Banks-Loans Outstanding-Small Industries	Rs.	Mn.
1996	2021	65315	26	Co-operative Rural Banks-Loans	Co-operative Rural Banks-Loans Outstanding-Total	Rs.	Mn.
1996	2021	2333	26	Co-operative Rural Banks-Overall	Co-operative Rural Banks-No. of Banks	Number	 
1993	2021	16	29	Communication Media-Postal Services	Area Served by a Post Office	Sq. km.	 
1993	2021	130	29	Communication Media-Postal Services	No. of Agency Post Offices	Number	 
1993	2021	654	29	Communication Media-Postal Services	No. of Main Post Offices	Number	 
1993	2021	8157	29	Communication Media-Postal Services	No. of Postal Delivery Areas	Number	 
1993	2021	3409	29	Communication Media-Postal Services	No. of Sub Post Offices	Number	 
1964	2021	5283	54	Communication Media-Postal Services	Postal Services - Average population served by a post office	Number	Number
1964	2021	4194	54	Communication Media-Postal Services	Postal Services - Post offices	Number	Number
2002	2021	6.5	20	Education-General Education	Government schools - School density	sq. km.	sq. km.
1984	2021	78228	38	Health-Health Statistics	Government sector western medicine - Beds	Number	Number
1984	2021	18992	38	Health-Health Statistics	Government sector western medicine - Doctors	Number	Number
1984	2021	3.5	38	Health-Health Statistics	Government sector western medicine - Hospital beds per 1,000 persons	Number	Number
1984	2021	618	38	Health-Health Statistics	Government sector western medicine - Hospitals	Number	Number
1984	2020	7478	35	Health-Health Statistics	Government sector western medicine - In-patients	Number	Thousands
1984	2021	38743	38	Health-Health Statistics	Government sector western medicine - Nurses	Number	Number
1984	2021	17.5	38	Health-Health Statistics	Government sector western medicine - Nurses per 10,000 persons	Number	Number
1984	2020	58920	35	Health-Health Statistics	Government sector western medicine - Out-patients	Number	Thousands
1984	2021	1167	38	Health-Health Statistics	Government sector western medicine - Persons per doctor	Number	Number
1984	2015	8.5	29	Health-Health Statistics	Health Indicators - Infant Mortality per 1,000 live births	Number	Number
1990	2020	1571	29	Health-Personel	No.of Dental Surgeons	Number	 
2000	2020	1640	18	Health-Personel	No.of Dispensers	Number	 
2000	2020	418	18	Health-Personel	No.of ECG Recordists	Number	 
2000	2020	110	18	Health-Personel	No.of EEG Recordists	Number	 
1990	2020	2610	29	Health-Personel	No.of Hospital Midwives	Number	 
2000	2020	2099	18	Health-Personel	No.of Medical Laboratory Technologists	Number	 
1984	2017	19800	29	Health-Personel	No.of Medical Offices - Total	Number	 
1984	2017	36111	29	Health-Personel	No.of Nurses - Total	Number	 
2000	2020	1974	18	Health-Personel	No.of Pharmacists	Number	 
2000	2020	738	18	Health-Personel	No.of Physiotherapists	Number	 
1990	2020	2183	29	Health-Personel	No.of Public Health Inspectors	Number	 
1990	2020	6189	29	Health-Personel	No.of Public Health Midwives	Number	 
1990	2020	293	29	Health-Personel	No.of Public Health Nursing Sisters	Number	 
2000	2020	728	18	Health-Personel	No.of Radiographers	Number	 
1990	2020	658	29	Health-Personel	No.of Registered-Assistant Medical Offices	Number	 
2005	2020	364	13	Health-Personel	No.of School Dental Therapists	Number	 
1997	2010	238.9	14	Imports and Exports-CBSL Trade Indices (In Rs terms)	Merchandise Export Unit Value Index (1997=100)	Index Points	Units
2007	2022	266.51	16	Imports and Exports-CBSL Trade Indices (In Rs terms)	Merchandise Export Unit Value Index (2010=100)	Index Points	Units
1997	2010	342.0	14	Imports and Exports-CBSL Trade Indices (In Rs terms)	Merchandise Export Value Index (1997=100)	USd	Units
2007	2022	434.42	16	Imports and Exports-CBSL Trade Indices (In Rs terms)	Merchandise Export Value Index (2010=100)	Index Points	Units
1997	2010	143.2	14	Imports and Exports-CBSL Trade Indices (In Rs terms)	Merchandise Export Volume Index (1997=100)	USD	Units
2007	2022	163.0	16	Imports and Exports-CBSL Trade Indices (In Rs terms)	Merchandise Export Volume Index (2010=100)	Index Points	Units
1997	2010	244.9	14	Imports and Exports-CBSL Trade Indices (In Rs terms)	Merchandise Import Unit Value Index (1997=100)	Index Points	Units
2007	2022	300.42	16	Imports and Exports-CBSL Trade Indices (In Rs terms)	Merchandise Import Unit Value Index (2010=100)	Index Points	Units
1997	2010	441.2	14	Imports and Exports-CBSL Trade Indices (In Rs terms)	Merchandise Import Value Index (1997=100)	Index Points	Units
2007	2022	378.45	16	Imports and Exports-CBSL Trade Indices (In Rs terms)	Merchandise Import Value Index (2010=100)	Index Points	Units
1997	2010	180.1	14	Imports and Exports-CBSL Trade Indices (In Rs terms)	Merchandise Import Volume Index (1997=100)	Index Points	Units
2007	2022	125.98	16	Imports and Exports-CBSL Trade Indices (In Rs terms)	Merchandise Import Volume Index (2010=100)	Index Points	Units
1997	2010	97.5	14	Imports and Exports-CBSL Trade Indices (In Rs terms)	Terms of Trade (1997=100)	Index Points	Units
2007	2022	88.71	16	Imports and Exports-CBSL Trade Indices (In Rs terms)	Terms of Trade (2010=100)	Index Points	Units
2013	2022	93.26	10	Imports and Exports-CBSL Trade Indices (In USD terms)	Merchandise Export Unit Value Index (2010=100)	Index Points (In USD	Units
2013	2022	152.01	10	Imports and Exports-CBSL Trade Indices (In USD terms)	Merchandise Export Value Index (2010=100)	Index Points (In USD	Units
2013	2022	163.0	10	Imports and Exports-CBSL Trade Indices (In USD terms)	Merchandise Export Volume Index (2010=100)	Index Points (In USD	Units
2013	2022	108.29	10	Imports and Exports-CBSL Trade Indices (In USD terms)	Merchandise Import Unit Value Index (2010=100)	Index Points (In USD	Units
2013	2022	136.42	10	Imports and Exports-CBSL Trade Indices (In USD terms)	Merchandise Import Value Index (2010=100)	Index Points (In USD	Units
2013	2022	125.98	10	Imports and Exports-CBSL Trade Indices (In USD terms)	Merchandise Import Volume Index (2010=100)	Index Points (In USD	Units
2013	2022	86.12	10	Imports and Exports-CBSL Trade Indices (In USD terms)	Terms of Trade (2010=100)	Index Points (In USD	Units
1964	2022	13106.44	59	Imports and Exports-Exports (in USD terms)	Merchandise Exports - Total	US Dollars	Millions
1964	2022	18291.02	59	Imports and Exports-Imports (in USD terms)	Merchandise Imports - Total	US Dollars	Millions
1999	2021	1063688	23	Industry and Housing-Electricity Sales	Electricity Sales-No. of Consumer Accounts-Central-Total	Number	 
1999	2021	186274	23	Industry and Housing-Electricity Sales	Electricity Sales-No. of Consumer Accounts-Colombo City-Total	Number	 
1999	2021	592499	23	Industry and Housing-Electricity Sales	Electricity Sales-No. of Consumer Accounts-Eastern-Total	Number	 
1996	2021	6809528	26	Industry and Housing-Electricity Sales	Electricity Sales-No. of Consumer Accounts-Grand Total Sri Lanka	Number	 
1999	2021	478822	23	Industry and Housing-Electricity Sales	Electricity Sales-No. of Consumer Accounts-North Central-Total	Number	 
1999	2021	903808	23	Industry and Housing-Electricity Sales	Electricity Sales-No. of Consumer Accounts-North Western-Total	Number	 
1999	2021	397311	23	Industry and Housing-Electricity Sales	Electricity Sales-No. of Consumer Accounts-Northern-Total	Number	 
1999	2021	505046	23	Industry and Housing-Electricity Sales	Electricity Sales-No. of Consumer Accounts-Sabaragamuwa-Total	Number	 
1999	2021	817685	23	Industry and Housing-Electricity Sales	Electricity Sales-No. of Consumer Accounts-Southern-Total	Number	 
2011	2021	1	11	Industry and Housing-Electricity Sales	Electricity Sales-No. of Consumer Accounts-Transmission Bulk Supply to LECO	Number	 
1999	2021	419112	23	Industry and Housing-Electricity Sales	Electricity Sales-No. of Consumer Accounts-Uva-Total	Number	 
1999	2021	1445281	23	Industry and Housing-Electricity Sales	Electricity Sales-No. of Consumer Accounts-Western-Total	Number	 
1999	2021	22318.74	23	Industry and Housing-Electricity Sales	Electricity Sales-Revenue-Central-Total	Rs.	Mn.
1999	2021	30629.47	23	Industry and Housing-Electricity Sales	Electricity Sales-Revenue-Colombo City-Total	Rs.	Mn.
1999	2021	12688.05	23	Industry and Housing-Electricity Sales	Electricity Sales-Revenue-Eastern-Total	Rs.	Mn.
1996	2021	249089.29	26	Industry and Housing-Electricity Sales	Electricity Sales-Revenue-Grand Total Sri Lanka	Rs.	Mn.
1999	2021	10257.38	23	Industry and Housing-Electricity Sales	Electricity Sales-Revenue-North Central-Total	Rs.	Mn.
1999	2021	24929.91	23	Industry and Housing-Electricity Sales	Electricity Sales-Revenue-North Western-Total	Rs.	Mn.
1999	2021	8050.78	23	Industry and Housing-Electricity Sales	Electricity Sales-Revenue-Northern-Total	Rs.	Mn.
1999	2021	8604.82	23	Industry and Housing-Electricity Sales	Electricity Sales-Revenue-Sabaragamuwa-Total	Rs.	Mn.
1999	2021	18712.09	23	Industry and Housing-Electricity Sales	Electricity Sales-Revenue-Southern-Total	Rs.	Mn.
2011	2021	22917.58	11	Industry and Housing-Electricity Sales	Electricity Sales-Revenue-Transmission Bulk Supply to LECO	Rs.	Mn.
1999	2021	5966.09	23	Industry and Housing-Electricity Sales	Electricity Sales-Revenue-Uva-Total	Rs.	Mn.
1999	2021	84014.4	23	Industry and Housing-Electricity Sales	Electricity Sales-Revenue-Western-Total	Rs.	Mn.
1999	2021	1436.71	23	Industry and Housing-Electricity Sales	Electricity Sales-Units-Central-Total	GWh	 
1999	2021	1382.62	23	Industry and Housing-Electricity Sales	Electricity Sales-Units-Colombo City-Total	GWh	 
1999	2021	804.26	23	Industry and Housing-Electricity Sales	Electricity Sales-Units-Eastern-Total	GWh	 
1996	2021	15213.62	26	Industry and Housing-Electricity Sales	Electricity Sales-Units-Grand Total Sri Lanka	GWh	 
1999	2021	661.0	23	Industry and Housing-Electricity Sales	Electricity Sales-Units-North Central-Total	GWh	 
1999	2021	1610.71	23	Industry and Housing-Electricity Sales	Electricity Sales-Units-North Western-Total	GWh	 
1999	2021	475.1	23	Industry and Housing-Electricity Sales	Electricity Sales-Units-Northern-Total	GWh	 
1999	2021	590.34	23	Industry and Housing-Electricity Sales	Electricity Sales-Units-Sabaragamuwa-Total	GWh	 
1999	2021	1218.11	23	Industry and Housing-Electricity Sales	Electricity Sales-Units-Southern-Total	GWh	 
2011	2021	1632.31	11	Industry and Housing-Electricity Sales	Electricity Sales-Units-Transmission Bulk Supply to LECO	GWh	 
1999	2021	419.21	23	Industry and Housing-Electricity Sales	Electricity Sales-Units-Uva-Total	GWh	 
1999	2021	4982.94	23	Industry and Housing-Electricity Sales	Electricity Sales-Units-Western-Total	GWh	 
2000	2021	307592	22	Industry and Housing-Water Consumption	Water Consumption-No. of Consumers-Central-Total	Number	 
2000	2021	332780	22	Industry and Housing-Water Consumption	Water Consumption-No. of Consumers-Eastern-Total	Number	 
2000	2021	160011	22	Industry and Housing-Water Consumption	Water Consumption-No. of Consumers-North Central-Total	Number	 
2000	2021	108403	22	Industry and Housing-Water Consumption	Water Consumption-No. of Consumers-North Western-Total	Number	 
2000	2021	37090	22	Industry and Housing-Water Consumption	Water Consumption-No. of Consumers-Northern-Total	Number	 
2000	2021	137450	22	Industry and Housing-Water Consumption	Water Consumption-No. of Consumers-Sabaragamuwa-Total	Number	 
2000	2021	360999	22	Industry and Housing-Water Consumption	Water Consumption-No. of Consumers-Southern-Total	Number	 
2000	2021	2752324	22	Industry and Housing-Water Consumption	Water Consumption-No. of Consumers-Sri Lanka-Total	Number	 
2000	2021	136191	22	Industry and Housing-Water Consumption	Water Consumption-No. of Consumers-Uva-Total	Number	 
2000	2021	1171808	22	Industry and Housing-Water Consumption	Water Consumption-No. of Consumers-Western-Total	Number	 
2000	2021	61.7	22	Industry and Housing-Water Consumption	Water Consumption-Quantity of Water-Central-Total	m3	Mn.
2000	2021	56.0	22	Industry and Housing-Water Consumption	Water Consumption-Quantity of Water-Eastern-Total	m3	Mn.
2000	2021	32.8	22	Industry and Housing-Water Consumption	Water Consumption-Quantity of Water-North Central-Total	m3	Mn.
2000	2021	21.5	22	Industry and Housing-Water Consumption	Water Consumption-Quantity of Water-North Western-Total	m3	Mn.
2000	2021	5.4	22	Industry and Housing-Water Consumption	Water Consumption-Quantity of Water-Northern-Total	m3	Mn.
2000	2021	24.7	22	Industry and Housing-Water Consumption	Water Consumption-Quantity of Water-Sabaragamuwa-Total	m3	Mn.
2000	2021	73.5	22	Industry and Housing-Water Consumption	Water Consumption-Quantity of Water-Southern-Total	m3	Mn.
2000	2021	604.8	22	Industry and Housing-Water Consumption	Water Consumption-Quantity of Water-Sri Lanka-Total	m3	Mn.
2000	2021	22.3	22	Industry and Housing-Water Consumption	Water Consumption-Quantity of Water-Uva-Total	m3	Mn.
2000	2021	307.0	22	Industry and Housing-Water Consumption	Water Consumption-Quantity of Water-Western-Total	m3	Mn.
2000	2021	2333.9	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Billed-Central-Total	Rs.	Mn.
2000	2021	2121.6	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Billed-Eastern-Total	Rs.	Mn.
2000	2021	1460.6	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Billed-North Central-Total	Rs.	Mn.
2000	2021	822.9	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Billed-North Western-Total	Rs.	Mn.
2000	2021	224.8	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Billed-Northern-Total	Rs.	Mn.
2000	2021	1076.6	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Billed-Sabaragamuwa-Total	Rs.	Mn.
2000	2021	3174.1	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Billed-Southern-Total	Rs.	Mn.
2000	2021	28269.9	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Billed-Sri Lanka-Total	Rs.	Mn.
2000	2021	869.7	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Billed-Uva-Total	Rs.	Mn.
2000	2021	16185.9	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Billed-Western-Total	Rs.	Mn.
2000	2021	2417.6	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Collected-Central-Total	Rs.	Mn.
2000	2021	2309.3	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Collected-Eastern-Total	Rs.	Mn.
2000	2021	1507.7	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Collected-North Central-Total	Rs.	Mn.
2000	2021	845.7	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Collected-North Western-Total	Rs.	Mn.
2000	2021	222.6	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Collected-Northern-Total	Rs.	Mn.
2000	2021	1129.5	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Collected-Sabaragamuwa-Total	Rs.	Mn.
2000	2021	3427.8	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Collected-Southern-Total	Rs.	Mn.
2000	2021	29845.5	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Collected-Sri Lanka-Total	Rs.	Mn.
2000	2021	937.7	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Collected-Uva-Total	Rs.	Mn.
2000	2021	17047.6	22	Industry and Housing-Water Consumption	Water Consumption-Revenue Collected-Western-Total	Rs.	Mn.
2012	2020	1508.64	9	International Investment Position-Direct Investment	IIP - Direct Investment - Assets	USD	Millions
2012	2020	13831.9	9	International Investment Position-Direct Investment	IIP - Direct Investment - Liabilities	USD	Millions
1993	2020	4.23	28	International Investment Position-Gross Official Reserves	Gross Official reserves - Months of Imports	months	 
1993	2020	5664.27	28	International Investment Position-Gross Official Reserves	Grosss Official Reserves (IIP - Reserve Assets)	USD	Millions
2012	2020	835.46	9	International Investment Position-Other Investments	IIP - Other Investments- Currency and Deposits -Assets	USD	Millions
2012	2020	1733.5	9	International Investment Position-Other Investments	IIP - Other Investments- Currency and Deposits -Liabilities	USD	Millions
2012	2020	0	9	International Investment Position-Other Investments	IIP - Other Investments- Loans -Assets	USD	Millions
2012	2020	31512.13	9	International Investment Position-Other Investments	IIP - Other Investments- Loans -Liabilities	USD	Millions
2012	2020	342.56	9	International Investment Position-Other Investments	IIP - Other Investments- Other accounts payable -Liabilities	USD	Millions
2012	2020	1920.19	9	International Investment Position-Other Investments	IIP - Other Investments- Other accounts receivable -Assets	USD	Millions
2012	2020	954.11	9	International Investment Position-Other Investments	IIP - Other Investments- Trade Credits -Assets	USD	Millions
2012	2020	2340.86	9	International Investment Position-Other Investments	IIP - Other Investments- Trade Credits -Liabilities	USD	Millions
2012	2020	58750.39	9	International Investment Position-Overall	IIP - Liabilities	USD	Millions
2012	2020	-47867.65	9	International Investment Position-Overall	IIP - net	USD	Millions
2012	2020	10882.75	9	International Investment Position-Overall	International Investment Position (IIP) - Assets	USD	Millions
2012	2020	8419.87	9	International Investment Position-Portfolio Investment	IIP - Portfolio Investment - Liabilities	USD	Millions
2012	2020	0.07	9	International Investment Position-Portfolio Investment	IIP- Portfolio Investment - Assets	USD	Millions
2012	2020	569.57	9	International Investment Position-Special Drawing Rights	IIP - Special Drawing Rigths - Liabilities	USD	Millions
2006	2022	2159	17	Labour Force and Employment-Employment	Labour Statistics-Employment-Industrial Category-Agriculture	000 persons	 
2006	2022	26.5	17	Labour Force and Employment-Employment	Labour Statistics-Employment-Industrial Category-Agriculture (as a % of Employment)	%	 
2006	2022	2158	17	Labour Force and Employment-Employment	Labour Statistics-Employment-Industrial Category-Industry	000 persons	 
2006	2022	26.5	17	Labour Force and Employment-Employment	Labour Statistics-Employment-Industrial Category-Industry (as a % of Employment)	%	 
2006	2022	3831	17	Labour Force and Employment-Employment	Labour Statistics-Employment-Industrial Category-Services	000 persons	 
2006	2022	47.0	17	Labour Force and Employment-Employment	Labour Statistics-Employment-Industrial Category-Services (as a % of Employment)	%	 
2005	2022	311056	18	Labour Force and Employment-Foreign Employment	Foreign Employment-Departures for Foreign Employment	Number	 
1990	2022	8148	33	Labour Force and Employment-Overall	Labour Statistics-Employed Population	000 persons	 
1990	2022	17162	33	Labour Force and Employment-Overall	Labour Statistics-Household Population	000 persons	 
1990	2022	8547	33	Labour Force and Employment-Overall	Labour Statistics-Labour Force	000 persons	 
1990	2022	32.1	33	Labour Force and Employment-Overall	Labour Statistics-Labour Force Participation Rate-Female	%	 
1990	2022	70.5	33	Labour Force and Employment-Overall	Labour Statistics-Labour Force Participation Rate-Male	%	 
1990	2022	49.8	33	Labour Force and Employment-Overall	Labour Statistics-Labour Force Participation Rate-Sri Lanka	%	 
1990	2022	399	33	Labour Force and Employment-Overall	Labour Statistics-Unemployed Population	000 persons	 
2011	2021	1493472	11	Labour Force and Employment-Public Sector Employment	Public Sector Employment-All	Number	 
2011	2021	1258440	11	Labour Force and Employment-Public Sector Employment	Public Sector Employment-Government Institutions	Number	 
2011	2021	235032	11	Labour Force and Employment-Public Sector Employment	Public Sector Employment-Semi Government Institutions	Number	 
1990	2022	6.5	33	Labour Force and Employment-Unemployment	Labour Statistics-Unemployment Rate-Female	%	 
1990	2022	3.7	33	Labour Force and Employment-Unemployment	Labour Statistics-Unemployment Rate-Male	%	 
1990	2022	4.7	33	Labour Force and Employment-Unemployment	Labour Statistics-Unemployment Rate-Sri Lanka	%	 
1990	2022	7.8	33	Labour Force and Employment-Unemployment	Labour Statistics-Unemployment-Level of Education-G.C.E.(A-L) and Above	% of Labour Force	 
1990	2022	6.1	33	Labour Force and Employment-Unemployment	Labour Statistics-Unemployment-Level of Education-G.C.E.(O-L)	% of Labour Force	 
2002	2015	370917	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Agriculture	Rs.	Million
2002	2015	31991	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Agriculture - Coconut	Rs.	Million
2002	2015	21126	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Agriculture - Firewood and Forestry	Rs.	Million
2002	2015	44177	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Agriculture - Fishing	Rs.	Million
2002	2015	30241	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Agriculture - Livestock	Rs.	Million
2002	2015	10753	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Agriculture - Minor Export Crops	Rs.	Million
2002	2015	12635	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Agriculture - Other Agricultural Crops	Rs.	Million
2002	2015	127125	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Agriculture - Other Food Crops	Rs.	Million
2002	2015	52316	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Agriculture - Paddy	Rs.	Million
2002	2015	7800	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Agriculture - Plantation Development	Rs.	Million
2002	2015	3804	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Agriculture - Rubber	Rs.	Million
2002	2015	28948	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Agriculture - Tea	Rs.	Million
2002	2015	3705563	14	National Accounts-GDP at Constant Prices - Base Year 2002	GDP - Constant (2002) Prices - Gross Domestic Product	Rs.	Million
